,Admin2,FIPS,Lat,Long_,Confirmed,Deaths,STNAME,CTYNAME,POPESTIMATE2019,Abbreviation,Mortality,Conf100,Deaths100,Ctylabel,text,text100
2370,Butte,46019.0,44.90608745,-103.5079318,18,1,South Dakota,Butte County,10429,SD,5.56,172.59564675424298,9.588647041902387,"Butte, SD","Butte, SD<br>Cases: 18<br>Deaths: 1","Butte, SD<br>Cases per 100k pop: 172.6<br>Deaths per 100k pop: 9.6"
2371,Campbell,46021.0,45.77074915,-100.0510181,3,0,South Dakota,Campbell County,1376,SD,0.0,218.02325581395348,0.0,"Campbell, SD","Campbell, SD<br>Cases: 3<br>Deaths: 0","Campbell, SD<br>Cases per 100k pop: 218.0<br>Deaths per 100k pop: 0.0"
2372,Charles Mix,46023.0,43.20660134,-98.58856175,104,0,South Dakota,Charles Mix County,9292,SD,0.0,1119.2423590185106,0.0,"Charles Mix, SD","Charles Mix, SD<br>Cases: 104<br>Deaths: 0","Charles Mix, SD<br>Cases per 100k pop: 1119.2<br>Deaths per 100k pop: 0.0"
2373,Clark,46025.0,44.85834507,-97.72925109,16,0,South Dakota,Clark County,3736,SD,0.0,428.2655246252677,0.0,"Clark, SD","Clark, SD<br>Cases: 16<br>Deaths: 0","Clark, SD<br>Cases per 100k pop: 428.3<br>Deaths per 100k pop: 0.0"
2374,Clay,46027.0,42.91296147,-96.97656917,130,0,South Dakota,Clay County,14070,SD,0.0,923.951670220327,0.0,"Clay, SD","Clay, SD<br>Cases: 130<br>Deaths: 0","Clay, SD<br>Cases per 100k pop: 924.0<br>Deaths per 100k pop: 0.0"
2375,Codington,46029.0,44.97788119,-97.18827677,137,1,South Dakota,Codington County,28009,SD,0.73,489.1284944125103,3.5702809811132137,"Codington, SD","Codington, SD<br>Cases: 137<br>Deaths: 1","Codington, SD<br>Cases per 100k pop: 489.1<br>Deaths per 100k pop: 3.6"
2376,Corson,46031.0,45.70889983,-101.1970473,34,0,South Dakota,Corson County,4086,SD,0.0,832.1096426823299,0.0,"Corson, SD","Corson, SD<br>Cases: 34<br>Deaths: 0","Corson, SD<br>Cases per 100k pop: 832.1<br>Deaths per 100k pop: 0.0"
2377,Custer,46033.0,43.67741105,-103.45345209999999,36,0,South Dakota,Custer County,8972,SD,0.0,401.2483281319661,0.0,"Custer, SD","Custer, SD<br>Cases: 36<br>Deaths: 0","Custer, SD<br>Cases per 100k pop: 401.2<br>Deaths per 100k pop: 0.0"
2378,Davison,46035.0,43.67490933,-98.14458906,97,1,South Dakota,Davison County,19775,SD,1.03,490.5183312262958,5.056890012642225,"Davison, SD","Davison, SD<br>Cases: 97<br>Deaths: 1","Davison, SD<br>Cases per 100k pop: 490.5<br>Deaths per 100k pop: 5.1"
2379,Day,46037.0,45.367281,-97.60737498,23,0,South Dakota,Day County,5424,SD,0.0,424.0412979351033,0.0,"Day, SD","Day, SD<br>Cases: 23<br>Deaths: 0","Day, SD<br>Cases per 100k pop: 424.0<br>Deaths per 100k pop: 0.0"
2380,Deuel,46039.0,44.75994309,-96.66943645,11,0,South Dakota,Deuel County,4351,SD,0.0,252.8154447253505,0.0,"Deuel, SD","Deuel, SD<br>Cases: 11<br>Deaths: 0","Deuel, SD<br>Cases per 100k pop: 252.8<br>Deaths per 100k pop: 0.0"
2381,Dewey,46041.0,45.15639647,-100.8709139,48,0,South Dakota,Dewey County,5892,SD,0.0,814.6639511201629,0.0,"Dewey, SD","Dewey, SD<br>Cases: 48<br>Deaths: 0","Dewey, SD<br>Cases per 100k pop: 814.7<br>Deaths per 100k pop: 0.0"
2382,Douglas,46043.0,43.38520741,-98.36978007,17,0,South Dakota,Douglas County,2921,SD,0.0,581.9924683327628,0.0,"Douglas, SD","Douglas, SD<br>Cases: 17<br>Deaths: 0","Douglas, SD<br>Cases per 100k pop: 582.0<br>Deaths per 100k pop: 0.0"
2383,Edmunds,46045.0,45.41846445,-99.21545423,16,0,South Dakota,Edmunds County,3829,SD,0.0,417.8636719770175,0.0,"Edmunds, SD","Edmunds, SD<br>Cases: 16<br>Deaths: 0","Edmunds, SD<br>Cases per 100k pop: 417.9<br>Deaths per 100k pop: 0.0"
2384,Fall River,46047.0,43.23929297,-103.5275691,22,0,South Dakota,Fall River County,6713,SD,0.0,327.72232980783554,0.0,"Fall River, SD","Fall River, SD<br>Cases: 22<br>Deaths: 0","Fall River, SD<br>Cases per 100k pop: 327.7<br>Deaths per 100k pop: 0.0"
2385,Faulk,46049.0,45.07082625,-99.14535601,27,1,South Dakota,Faulk County,2299,SD,3.7,1174.42366246194,43.49717268377555,"Faulk, SD","Faulk, SD<br>Cases: 27<br>Deaths: 1","Faulk, SD<br>Cases per 100k pop: 1174.4<br>Deaths per 100k pop: 43.5"
2386,Grant,46051.0,45.1723937,-96.77002276,27,0,South Dakota,Grant County,7052,SD,0.0,382.87010777084515,0.0,"Grant, SD","Grant, SD<br>Cases: 27<br>Deaths: 0","Grant, SD<br>Cases per 100k pop: 382.9<br>Deaths per 100k pop: 0.0"
2387,Gregory,46053.0,43.19419064,-99.18883902,7,0,South Dakota,Gregory County,4185,SD,0.0,167.26403823178018,0.0,"Gregory, SD","Gregory, SD<br>Cases: 7<br>Deaths: 0","Gregory, SD<br>Cases per 100k pop: 167.3<br>Deaths per 100k pop: 0.0"
2388,Haakon,46055.0,44.29299053,-101.539099,2,0,South Dakota,Haakon County,1899,SD,0.0,105.318588730911,0.0,"Haakon, SD","Haakon, SD<br>Cases: 2<br>Deaths: 0","Haakon, SD<br>Cases per 100k pop: 105.3<br>Deaths per 100k pop: 0.0"
2389,Hamlin,46057.0,44.67385954,-97.18829593,22,0,South Dakota,Hamlin County,6164,SD,0.0,356.91109669046074,0.0,"Hamlin, SD","Hamlin, SD<br>Cases: 22<br>Deaths: 0","Hamlin, SD<br>Cases per 100k pop: 356.9<br>Deaths per 100k pop: 0.0"
2390,Hand,46059.0,44.54708407,-99.00386459,8,0,South Dakota,Hand County,3191,SD,0.0,250.70510811657786,0.0,"Hand, SD","Hand, SD<br>Cases: 8<br>Deaths: 0","Hand, SD<br>Cases per 100k pop: 250.7<br>Deaths per 100k pop: 0.0"
2391,Hanson,46061.0,43.6746384,-97.78715148,21,0,South Dakota,Hanson County,3453,SD,0.0,608.1668114682884,0.0,"Hanson, SD","Hanson, SD<br>Cases: 21<br>Deaths: 0","Hanson, SD<br>Cases per 100k pop: 608.2<br>Deaths per 100k pop: 0.0"
2392,Harding,46063.0,45.58015551,-103.4958629,0,0,South Dakota,Harding County,1298,SD,,0.0,0.0,"Harding, SD","Harding, SD<br>Cases: 0<br>Deaths: 0","Harding, SD<br>Cases per 100k pop: 0.0<br>Deaths per 100k pop: 0.0"
2393,Hughes,46065.0,44.39091534,-99.99661148,93,2,South Dakota,Hughes County,17526,SD,2.15,530.640191715166,11.411617026132603,"Hughes, SD","Hughes, SD<br>Cases: 93<br>Deaths: 2","Hughes, SD<br>Cases per 100k pop: 530.6<br>Deaths per 100k pop: 11.4"
2394,Hutchinson,46067.0,43.33449012,-97.75536441,29,0,South Dakota,Hutchinson County,7291,SD,0.0,397.75065148813604,0.0,"Hutchinson, SD","Hutchinson, SD<br>Cases: 29<br>Deaths: 0","Hutchinson, SD<br>Cases per 100k pop: 397.8<br>Deaths per 100k pop: 0.0"
2395,Hyde,46069.0,44.54747703,-99.48572582,3,0,South Dakota,Hyde County,1301,SD,0.0,230.59185242121444,0.0,"Hyde, SD","Hyde, SD<br>Cases: 3<br>Deaths: 0","Hyde, SD<br>Cases per 100k pop: 230.6<br>Deaths per 100k pop: 0.0"
2396,Jackson,46071.0,43.69318385,-101.6255063,11,1,South Dakota,Jackson County,3344,SD,9.09,328.94736842105266,29.904306220095695,"Jackson, SD","Jackson, SD<br>Cases: 11<br>Deaths: 1","Jackson, SD<br>Cases per 100k pop: 328.9<br>Deaths per 100k pop: 29.9"
2397,Jerauld,46073.0,44.06637798,-98.62965972,39,1,South Dakota,Jerauld County,2013,SD,2.56,1937.4068554396424,49.67709885742673,"Jerauld, SD","Jerauld, SD<br>Cases: 39<br>Deaths: 1","Jerauld, SD<br>Cases per 100k pop: 1937.4<br>Deaths per 100k pop: 49.7"
2398,Jones,46075.0,43.96278565,-100.6940008,2,0,South Dakota,Jones County,903,SD,0.0,221.48394241417498,0.0,"Jones, SD","Jones, SD<br>Cases: 2<br>Deaths: 0","Jones, SD<br>Cases per 100k pop: 221.5<br>Deaths per 100k pop: 0.0"
2399,Kingsbury,46077.0,44.36956169,-97.4913945,14,0,South Dakota,Kingsbury County,4939,SD,0.0,283.45818991698724,0.0,"Kingsbury, SD","Kingsbury, SD<br>Cases: 14<br>Deaths: 0","Kingsbury, SD<br>Cases per 100k pop: 283.5<br>Deaths per 100k pop: 0.0"
2400,Lake,46079.0,44.02193107,-97.12926365,94,2,South Dakota,Lake County,12797,SD,2.13,734.5471594905056,15.628662967883098,"Lake, SD","Lake, SD<br>Cases: 94<br>Deaths: 2","Lake, SD<br>Cases per 100k pop: 734.5<br>Deaths per 100k pop: 15.6"
2401,Lawrence,46081.0,44.35919441,-103.79294279999999,60,0,South Dakota,Lawrence County,25844,SD,0.0,232.1622039931899,0.0,"Lawrence, SD","Lawrence, SD<br>Cases: 60<br>Deaths: 0","Lawrence, SD<br>Cases per 100k pop: 232.2<br>Deaths per 100k pop: 0.0"
2402,Lincoln,46083.0,43.27841182,-96.72039050000001,642,2,South Dakota,Lincoln County,61128,SD,0.31,1050.255202198665,3.2718230598089257,"Lincoln, SD","Lincoln, SD<br>Cases: 642<br>Deaths: 2","Lincoln, SD<br>Cases per 100k pop: 1050.3<br>Deaths per 100k pop: 3.3"
2403,Lyman,46085.0,43.89522709,-99.85201878,90,2,South Dakota,Lyman County,3781,SD,2.22,2380.322665961386,52.89605924358635,"Lyman, SD","Lyman, SD<br>Cases: 90<br>Deaths: 2","Lyman, SD<br>Cases per 100k pop: 2380.3<br>Deaths per 100k pop: 52.9"
2404,McCook,46087.0,43.6742571,-97.36863144,29,1,South Dakota,McCook County,5586,SD,3.45,519.1550304332259,17.90189760114572,"McCook, SD","McCook, SD<br>Cases: 29<br>Deaths: 1","McCook, SD<br>Cases per 100k pop: 519.2<br>Deaths per 100k pop: 17.9"
2405,McPherson,46089.0,45.76626028,-99.22118798,8,0,South Dakota,McPherson County,2379,SD,0.0,336.2757461118117,0.0,"McPherson, SD","McPherson, SD<br>Cases: 8<br>Deaths: 0","McPherson, SD<br>Cases per 100k pop: 336.3<br>Deaths per 100k pop: 0.0"
2406,Marshall,46091.0,45.75870838,-97.59855639,9,0,South Dakota,Marshall County,4935,SD,0.0,182.370820668693,0.0,"Marshall, SD","Marshall, SD<br>Cases: 9<br>Deaths: 0","Marshall, SD<br>Cases per 100k pop: 182.4<br>Deaths per 100k pop: 0.0"
2407,Meade,46093.0,44.56676791,-102.71627409999999,94,1,South Dakota,Meade County,28332,SD,1.06,331.78031907383877,3.5295778624876464,"Meade, SD","Meade, SD<br>Cases: 94<br>Deaths: 1","Meade, SD<br>Cases per 100k pop: 331.8<br>Deaths per 100k pop: 3.5"
2408,Mellette,46095.0,43.58078848,-100.7563186,24,0,South Dakota,Mellette County,2061,SD,0.0,1164.4832605531296,0.0,"Mellette, SD","Mellette, SD<br>Cases: 24<br>Deaths: 0","Mellette, SD<br>Cases per 100k pop: 1164.5<br>Deaths per 100k pop: 0.0"
2409,Miner,46097.0,44.02197882,-97.60992207,15,0,South Dakota,Miner County,2216,SD,0.0,676.8953068592058,0.0,"Miner, SD","Miner, SD<br>Cases: 15<br>Deaths: 0","Miner, SD<br>Cases per 100k pop: 676.9<br>Deaths per 100k pop: 0.0"
2410,Minnehaha,46099.0,43.67441641,-96.7910885,4437,68,South Dakota,Minnehaha County,193134,SD,1.53,2297.3686663145795,35.208715192560604,"Minnehaha, SD","Minnehaha, SD<br>Cases: 4437<br>Deaths: 68","Minnehaha, SD<br>Cases per 100k pop: 2297.4<br>Deaths per 100k pop: 35.2"
2411,Moody,46101.0,44.02266214,-96.67081159,32,0,South Dakota,Moody County,6576,SD,0.0,486.61800486618006,0.0,"Moody, SD","Moody, SD<br>Cases: 32<br>Deaths: 0","Moody, SD<br>Cases per 100k pop: 486.6<br>Deaths per 100k pop: 0.0"
2412,Oglala Lakota,46102.0,43.33749164,-102.55554980000001,156,2,South Dakota,Oglala Lakota County,14177,SD,1.28,1100.3738449601467,14.107356986668547,"Oglala Lakota, SD","Oglala Lakota, SD<br>Cases: 156<br>Deaths: 2","Oglala Lakota, SD<br>Cases per 100k pop: 1100.4<br>Deaths per 100k pop: 14.1"
2413,Pennington,46103.0,44.0025835,-102.8240777,896,32,South Dakota,Pennington County,113775,SD,3.57,787.5192265436168,28.125686662272027,"Pennington, SD","Pennington, SD<br>Cases: 896<br>Deaths: 32","Pennington, SD<br>Cases per 100k pop: 787.5<br>Deaths per 100k pop: 28.1"
2414,Perkins,46105.0,45.49049506,-102.47555859999999,6,0,South Dakota,Perkins County,2865,SD,0.0,209.4240837696335,0.0,"Perkins, SD","Perkins, SD<br>Cases: 6<br>Deaths: 0","Perkins, SD<br>Cases per 100k pop: 209.4<br>Deaths per 100k pop: 0.0"
2415,Potter,46107.0,45.06583079,-99.95498503,1,0,South Dakota,Potter County,2153,SD,0.0,46.44681839294008,0.0,"Potter, SD","Potter, SD<br>Cases: 1<br>Deaths: 0","Potter, SD<br>Cases per 100k pop: 46.4<br>Deaths per 100k pop: 0.0"
2416,Roberts,46109.0,45.62975048,-96.94672673,80,1,South Dakota,Roberts County,10394,SD,1.25,769.6748123917645,9.620935154897056,"Roberts, SD","Roberts, SD<br>Cases: 80<br>Deaths: 1","Roberts, SD<br>Cases per 100k pop: 769.7<br>Deaths per 100k pop: 9.6"
2417,Sanborn,46111.0,44.02351092,-98.09098159999999,13,0,South Dakota,Sanborn County,2344,SD,0.0,554.6075085324233,0.0,"Sanborn, SD","Sanborn, SD<br>Cases: 13<br>Deaths: 0","Sanborn, SD<br>Cases per 100k pop: 554.6<br>Deaths per 100k pop: 0.0"
2418,Spink,46115.0,44.93837606,-98.34626602,26,0,South Dakota,Spink County,6376,SD,0.0,407.77917189460476,0.0,"Spink, SD","Spink, SD<br>Cases: 26<br>Deaths: 0","Spink, SD<br>Cases per 100k pop: 407.8<br>Deaths per 100k pop: 0.0"
2419,Stanley,46117.0,44.41381872,-100.7349153,14,0,South Dakota,Stanley County,3098,SD,0.0,451.90445448676564,0.0,"Stanley, SD","Stanley, SD<br>Cases: 14<br>Deaths: 0","Stanley, SD<br>Cases per 100k pop: 451.9<br>Deaths per 100k pop: 0.0"
2420,Sully,46119.0,44.71571812,-100.1278092,3,0,South Dakota,Sully County,1391,SD,0.0,215.67217828900073,0.0,"Sully, SD","Sully, SD<br>Cases: 3<br>Deaths: 0","Sully, SD<br>Cases per 100k pop: 215.7<br>Deaths per 100k pop: 0.0"
2421,Todd,46121.0,43.19338568,-100.71955030000001,69,5,South Dakota,Todd County,10177,SD,7.25,677.9994104352953,49.13039206052864,"Todd, SD","Todd, SD<br>Cases: 69<br>Deaths: 5","Todd, SD<br>Cases per 100k pop: 678.0<br>Deaths per 100k pop: 49.1"
2422,Tripp,46123.0,43.34459388,-99.8854891,20,0,South Dakota,Tripp County,5441,SD,0.0,367.5794890645102,0.0,"Tripp, SD","Tripp, SD<br>Cases: 20<br>Deaths: 0","Tripp, SD<br>Cases per 100k pop: 367.6<br>Deaths per 100k pop: 0.0"
2423,Turner,46125.0,43.3109081,-97.14865776,52,0,South Dakota,Turner County,8384,SD,0.0,620.2290076335878,0.0,"Turner, SD","Turner, SD<br>Cases: 52<br>Deaths: 0","Turner, SD<br>Cases per 100k pop: 620.2<br>Deaths per 100k pop: 0.0"
2424,Union,46127.0,42.83112163,-96.6557828,216,4,South Dakota,Union County,15932,SD,1.85,1355.7619884509163,25.106703489831784,"Union, SD","Union, SD<br>Cases: 216<br>Deaths: 4","Union, SD<br>Cases per 100k pop: 1355.8<br>Deaths per 100k pop: 25.1"
2425,Walworth,46129.0,45.43019636,-100.03075140000001,18,0,South Dakota,Walworth County,5435,SD,0.0,331.1867525298988,0.0,"Walworth, SD","Walworth, SD<br>Cases: 18<br>Deaths: 0","Walworth, SD<br>Cases per 100k pop: 331.2<br>Deaths per 100k pop: 0.0"
2426,Yankton,46135.0,43.00924485,-97.39467635,117,2,South Dakota,Yankton County,22814,SD,1.71,512.8429911457877,8.766546857192951,"Yankton, SD","Yankton, SD<br>Cases: 117<br>Deaths: 2","Yankton, SD<br>Cases per 100k pop: 512.8<br>Deaths per 100k pop: 8.8"
2427,Ziebach,46137.0,44.97881876,-101.6654622,35,0,South Dakota,Ziebach County,2756,SD,0.0,1269.956458635704,0.0,"Ziebach, SD","Ziebach, SD<br>Cases: 35<br>Deaths: 0","Ziebach, SD<br>Cases per 100k pop: 1270.0<br>Deaths per 100k pop: 0.0"
2428,Anderson,47001.0,36.12684348,-84.19965764,693,6,Tennessee,Anderson County,76978,TN,0.87,900.2572163475279,7.79443477357167,"Anderson, TN","Anderson, TN<br>Cases: 693<br>Deaths: 6","Anderson, TN<br>Cases per 100k pop: 900.3<br>Deaths per 100k pop: 7.8"
2429,Bedford,47003.0,35.51123746,-86.45549096,928,11,Tennessee,Bedford County,49713,TN,1.19,1866.7149437772816,22.12700903184278,"Bedford, TN","Bedford, TN<br>Cases: 928<br>Deaths: 11","Bedford, TN<br>Cases per 100k pop: 1866.7<br>Deaths per 100k pop: 22.1"
2430,Benton,47005.0,36.07110411,-88.06849355,159,1,Tennessee,Benton County,16160,TN,0.63,983.9108910891089,6.188118811881188,"Benton, TN","Benton, TN<br>Cases: 159<br>Deaths: 1","Benton, TN<br>Cases per 100k pop: 983.9<br>Deaths per 100k pop: 6.2"
2431,Bledsoe,47007.0,35.59942968,-85.20611967,708,1,Tennessee,Bledsoe County,15064,TN,0.14,4699.946893255444,6.638343069569835,"Bledsoe, TN","Bledsoe, TN<br>Cases: 708<br>Deaths: 1","Bledsoe, TN<br>Cases per 100k pop: 4699.9<br>Deaths per 100k pop: 6.6"
2432,Blount,47009.0,35.68938198,-83.92847788,1314,11,Tennessee,Blount County,133088,TN,0.84,987.3166626592931,8.265207982688146,"Blount, TN","Blount, TN<br>Cases: 1314<br>Deaths: 11","Blount, TN<br>Cases per 100k pop: 987.3<br>Deaths per 100k pop: 8.3"
2433,Bradley,47011.0,35.15739424,-84.857186,1956,13,Tennessee,Bradley County,108110,TN,0.66,1809.2683378040883,12.024789566182593,"Bradley, TN","Bradley, TN<br>Cases: 1956<br>Deaths: 13","Bradley, TN<br>Cases per 100k pop: 1809.3<br>Deaths per 100k pop: 12.0"
2434,Campbell,47013.0,36.40355516,-84.15108559999999,254,1,Tennessee,Campbell County,39842,TN,0.39,637.5181968776668,2.509914160935696,"Campbell, TN","Campbell, TN<br>Cases: 254<br>Deaths: 1","Campbell, TN<br>Cases per 100k pop: 637.5<br>Deaths per 100k pop: 2.5"
2435,Cannon,47015.0,35.80990797,-86.05738983,151,0,Tennessee,Cannon County,14678,TN,0.0,1028.7505109687968,0.0,"Cannon, TN","Cannon, TN<br>Cases: 151<br>Deaths: 0","Cannon, TN<br>Cases per 100k pop: 1028.8<br>Deaths per 100k pop: 0.0"
2436,Carroll,47017.0,35.97366108,-88.45189331,325,3,Tennessee,Carroll County,27767,TN,0.92,1170.4541362048474,10.804192026506284,"Carroll, TN","Carroll, TN<br>Cases: 325<br>Deaths: 3","Carroll, TN<br>Cases per 100k pop: 1170.5<br>Deaths per 100k pop: 10.8"
2437,Carter,47019.0,36.28969086,-82.12588974,524,6,Tennessee,Carter County,56391,TN,1.15,929.2262949761487,10.639995744001702,"Carter, TN","Carter, TN<br>Cases: 524<br>Deaths: 6","Carter, TN<br>Cases per 100k pop: 929.2<br>Deaths per 100k pop: 10.6"
2438,Cheatham,47021.0,36.26136216,-87.08903581,599,7,Tennessee,Cheatham County,40667,TN,1.17,1472.938746403718,17.212973664150294,"Cheatham, TN","Cheatham, TN<br>Cases: 599<br>Deaths: 7","Cheatham, TN<br>Cases per 100k pop: 1472.9<br>Deaths per 100k pop: 17.2"
2439,Chester,47023.0,35.42527478,-88.6095842,223,2,Tennessee,Chester County,17297,TN,0.9,1289.2409088281204,11.562698733884488,"Chester, TN","Chester, TN<br>Cases: 223<br>Deaths: 2","Chester, TN<br>Cases per 100k pop: 1289.2<br>Deaths per 100k pop: 11.6"
2440,Claiborne,47025.0,36.48319149,-83.65947309,276,0,Tennessee,Claiborne County,31959,TN,0.0,863.6064958227729,0.0,"Claiborne, TN","Claiborne, TN<br>Cases: 276<br>Deaths: 0","Claiborne, TN<br>Cases per 100k pop: 863.6<br>Deaths per 100k pop: 0.0"
2441,Clay,47027.0,36.55151008,-85.53930419,78,0,Tennessee,Clay County,7615,TN,0.0,1024.2941562705187,0.0,"Clay, TN","Clay, TN<br>Cases: 78<br>Deaths: 0","Clay, TN<br>Cases per 100k pop: 1024.3<br>Deaths per 100k pop: 0.0"
2442,Cocke,47029.0,35.9278914,-83.11828725,478,3,Tennessee,Cocke County,36004,TN,0.63,1327.6302633040773,8.332407510276635,"Cocke, TN","Cocke, TN<br>Cases: 478<br>Deaths: 3","Cocke, TN<br>Cases per 100k pop: 1327.6<br>Deaths per 100k pop: 8.3"
2443,Coffee,47031.0,35.49090731,-86.07311784,548,3,Tennessee,Coffee County,56520,TN,0.55,969.5682944090587,5.307855626326964,"Coffee, TN","Coffee, TN<br>Cases: 548<br>Deaths: 3","Coffee, TN<br>Cases per 100k pop: 969.6<br>Deaths per 100k pop: 5.3"
2444,Crockett,47033.0,35.81830662,-89.14916269,269,5,Tennessee,Crockett County,14230,TN,1.86,1890.3724525650034,35.137034434293746,"Crockett, TN","Crockett, TN<br>Cases: 269<br>Deaths: 5","Crockett, TN<br>Cases per 100k pop: 1890.4<br>Deaths per 100k pop: 35.1"
2445,Cumberland,47035.0,35.95271721,-84.99840585,458,6,Tennessee,Cumberland County,60520,TN,1.31,756.7746199603437,9.914077990746861,"Cumberland, TN","Cumberland, TN<br>Cases: 458<br>Deaths: 6","Cumberland, TN<br>Cases per 100k pop: 756.8<br>Deaths per 100k pop: 9.9"
2446,Davidson,47037.0,36.17007426,-86.78646056,20722,217,Tennessee,Davidson County,694144,TN,1.05,2985.2595426885487,31.261524986170016,"Davidson, TN","Davidson, TN<br>Cases: 20722<br>Deaths: 217","Davidson, TN<br>Cases per 100k pop: 2985.3<br>Deaths per 100k pop: 31.3"
2447,Decatur,47039.0,35.60048904,-88.11043779,216,3,Tennessee,Decatur County,11663,TN,1.39,1852.010631912887,25.722369887678983,"Decatur, TN","Decatur, TN<br>Cases: 216<br>Deaths: 3","Decatur, TN<br>Cases per 100k pop: 1852.0<br>Deaths per 100k pop: 25.7"
2448,DeKalb,47041.0,35.97616272,-85.83689361,365,2,Tennessee,DeKalb County,20490,TN,0.55,1781.3567593948267,9.760858955588091,"DeKalb, TN","DeKalb, TN<br>Cases: 365<br>Deaths: 2","DeKalb, TN<br>Cases per 100k pop: 1781.4<br>Deaths per 100k pop: 9.8"
2449,Dickson,47043.0,36.14669837,-87.35891709,698,2,Tennessee,Dickson County,53948,TN,0.29,1293.8385111588937,3.707273670942389,"Dickson, TN","Dickson, TN<br>Cases: 698<br>Deaths: 2","Dickson, TN<br>Cases per 100k pop: 1293.8<br>Deaths per 100k pop: 3.7"
2450,Dyer,47045.0,36.05931946,-89.41542855,663,8,Tennessee,Dyer County,37159,TN,1.21,1784.2245485615867,21.52910465836002,"Dyer, TN","Dyer, TN<br>Cases: 663<br>Deaths: 8","Dyer, TN<br>Cases per 100k pop: 1784.2<br>Deaths per 100k pop: 21.5"
2451,Fayette,47047.0,35.19615831,-89.41399032,702,8,Tennessee,Fayette County,41133,TN,1.14,1706.6588870250164,19.449104125641213,"Fayette, TN","Fayette, TN<br>Cases: 702<br>Deaths: 8","Fayette, TN<br>Cases per 100k pop: 1706.7<br>Deaths per 100k pop: 19.4"
2452,Fentress,47049.0,36.38128818,-84.92870012,96,0,Tennessee,Fentress County,18523,TN,0.0,518.2745775522324,0.0,"Fentress, TN","Fentress, TN<br>Cases: 96<br>Deaths: 0","Fentress, TN<br>Cases per 100k pop: 518.3<br>Deaths per 100k pop: 0.0"
2453,Franklin,47051.0,35.15634626,-86.09201039,332,4,Tennessee,Franklin County,42208,TN,1.2,786.5807429871114,9.476876421531463,"Franklin, TN","Franklin, TN<br>Cases: 332<br>Deaths: 4","Franklin, TN<br>Cases per 100k pop: 786.6<br>Deaths per 100k pop: 9.5"
2454,Gibson,47053.0,35.99438059,-88.93358327,726,6,Tennessee,Gibson County,49133,TN,0.83,1477.6219648708607,12.211751775792237,"Gibson, TN","Gibson, TN<br>Cases: 726<br>Deaths: 6","Gibson, TN<br>Cases per 100k pop: 1477.6<br>Deaths per 100k pop: 12.2"
